,manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_type,body_type,price_usd
20534,Audi,A6,automatic,black,404000,2007,diesel,sedan,11000
20535,Audi,A6,mechanical,red,556466,1995,diesel,sedan,3300
20536,Audi,A6,mechanical,black,380000,1999,diesel,universal,3300
20537,Audi,A6 Allroad,automatic,grey,234000,2004,gasoline,universal,6000
20538,Audi,Q7,automatic,black,280000,2008,diesel,suv,16250
20539,Audi,80,mechanical,black,300000,1989,gasoline,sedan,616
20540,Audi,A6,mechanical,silver,400000,1994,gasoline,sedan,3300
20541,Audi,A3,automatic,black,80000,2013,gasoline,hatchback,12500
20542,Audi,A3,automatic,black,91000,2014,gasoline,sedan,13700
20543,Audi,A6,automatic,black,191000,2005,gasoline,sedan,8000
20544,Audi,A6,mechanical,blue,380000,2003,diesel,universal,6000
20545,Audi,A8,automatic,blue,340000,1998,gasoline,sedan,4000
20546,Audi,A6,automatic,grey,223000,2008,diesel,sedan,12550
20547,Audi,Q5,automatic,grey,102200,2013,gasoline,suv,22000
20548,Audi,80,mechanical,silver,266735,1987,gasoline,sedan,1600
20549,Audi,A6,automatic,silver,247000,2008,diesel,universal,11400
20550,Audi,80,mechanical,other,291000,1991,gasoline,sedan,1300
20551,Audi,A6,automatic,black,204000,2004,gasoline,sedan,8500
20552,Audi,100,mechanical,blue,300000,1987,diesel,sedan,1500
20553,Audi,A4,automatic,black,290000,1998,gasoline,universal,3999
20554,Audi,A8,automatic,black,190000,2005,gasoline,sedan,8500
20555,Audi,100,mechanical,blue,450000,1987,gasoline,sedan,1000
20556,Audi,V8,automatic,blue,193100,1990,gasoline,sedan,6000
20557,Audi,S4,mechanical,black,153100,1993,gasoline,sedan,8500
20558,Audi,A4,automatic,silver,250000,2002,diesel,universal,5800
20559,Audi,A6,automatic,blue,300000,2002,diesel,universal,4600
20560,Audi,A4,automatic,other,280000,2007,gasoline,sedan,6699
20561,Audi,A3,automatic,white,161000,2009,gasoline,hatchback,8200
20562,Audi,A6,automatic,silver,318602,2006,gasoline,sedan,7500
20563,Audi,A4,automatic,black,215000,2008,diesel,universal,9700
20564,Audi,A6,mechanical,blue,350000,1997,gasoline,sedan,4300
20565,Audi,100,mechanical,white,1000000,1984,gasoline,sedan,700
20566,Audi,A6,mechanical,green,340,1997,gasoline,universal,4550
20567,Audi,A6,mechanical,black,270000,2007,diesel,universal,11500
20568,Audi,A4,automatic,black,260000,2005,gasoline,sedan,7000
20569,Audi,A6 Allroad,automatic,silver,307000,2001,diesel,universal,5800
20570,Audi,A6,mechanical,green,400000,1995,gasoline,sedan,3300
20571,Audi,A4,mechanical,silver,180000,2001,gasoline,universal,4999
20572,Audi,Q7,automatic,black,230000,2007,diesel,suv,15900
20573,Audi,80,mechanical,blue,380500,1991,gasoline,sedan,2500
20574,Audi,A6,automatic,silver,349000,2003,diesel,universal,7500
20575,Audi,A8,automatic,brown,185000,2001,gasoline,sedan,4500
20576,Audi,A6,automatic,blue,300000,2001,diesel,universal,5700
20577,Audi,A8,automatic,silver,260000,2006,gasoline,sedan,7500
20578,Audi,A8,automatic,blue,227000,2009,gasoline,sedan,10550
20579,Audi,100,mechanical,grey,362000,1992,gasoline,universal,2300
20580,Audi,A3,automatic,white,169000,2011,gasoline,hatchback,9400
20581,Audi,100,mechanical,yellow,111111,1987,gasoline,sedan,948
20582,Audi,A6,mechanical,green,234600,1998,gasoline,sedan,3500
20583,Audi,A8,automatic,grey,234000,2004,gasoline,sedan,7000
20584,Audi,A4,mechanical,other,360000,1998,diesel,universal,4500
20585,Audi,A6,mechanical,silver,270000,2006,diesel,sedan,10000
20586,Audi,A1,automatic,white,108000,2014,gasoline,hatchback,10900
20587,Audi,A6,automatic,blue,245000,2000,gasoline,sedan,4500
20588,Audi,Q7,automatic,grey,187000,2008,diesel,suv,13500
20589,Audi,A6,mechanical,blue,380000,1998,gasoline,sedan,4700
20590,Audi,A4,mechanical,black,286000,2007,gasoline,sedan,6700
20591,Audi,Q7,automatic,black,240000,2007,gasoline,suv,9600
20592,Audi,Q7,automatic,black,233600,2007,gasoline,suv,11900
20593,Audi,80,mechanical,blue,285000,1990,gasoline,sedan,1400
20594,Audi,A6,automatic,blue,351000,1998,gasoline,sedan,4300
20595,Audi,80,mechanical,red,223500,1988,gasoline,sedan,950
20596,Audi,A4,mechanical,green,188000,2000,gasoline,sedan,5000
20597,Audi,A6,mechanical,grey,328000,2005,diesel,universal,9850
20598,Audi,100,mechanical,silver,55555,1983,gasoline,sedan,616
20599,Audi,A3,mechanical,silver,260000,2007,diesel,hatchback,7000
20600,Audi,Q7,automatic,black,131000,2015,diesel,suv,43000
20601,Audi,A6,mechanical,other,400000,2002,diesel,universal,6700
20602,Audi,Q7,automatic,black,86291,2015,gasoline,suv,42900
20603,Audi,Q5,automatic,black,101589,2017,gasoline,suv,36800
20604,Audi,Q5,automatic,black,50641,2016,gasoline,suv,28400
20605,Audi,Q7,automatic,brown,131939,2015,diesel,suv,39900
20606,Audi,A4,automatic,black,84846,2017,gasoline,sedan,21450
20607,Audi,Q7,automatic,black,162203,2014,diesel,suv,29900
20608,Audi,Q7,automatic,silver,168145,2010,gasoline,suv,14950
20609,Audi,A8,automatic,black,105428,2015,gasoline,sedan,37900
20610,Audi,Q5,automatic,white,100290,2013,gasoline,suv,21800
20611,Audi,A8,automatic,black,198000,2006,gasoline,hatchback,8500
20612,Audi,200,mechanical,green,440100,1990,gasoline,sedan,3400
20613,Audi,A4,automatic,red,200000,2005,gasoline,sedan,8500
20614,Audi,80,mechanical,red,333000,1989,gasoline,sedan,950
20615,Audi,A6,automatic,black,165000,2012,gasoline,sedan,14200
20616,Audi,A6,mechanical,silver,220660,2015,diesel,universal,12200
20617,Audi,A6,mechanical,silver,400456,1994,diesel,sedan,5000
20618,Audi,A8,automatic,black,245788,2006,diesel,sedan,12478
20619,Audi,A4,automatic,black,147700,2012,gasoline,sedan,13000
20620,Audi,A6,automatic,silver,185000,2002,diesel,sedan,6200
20621,Audi,A8,automatic,black,170000,2010,gasoline,sedan,20700
20622,Audi,A3,automatic,red,121000,2009,gasoline,hatchback,7700
20623,Audi,A4,automatic,silver,240000,2004,gasoline,sedan,5900
20624,Audi,A6 Allroad,mechanical,green,320000,2001,diesel,universal,4950
20625,Audi,80,mechanical,blue,249000,1991,gasoline,sedan,735
20626,Audi,100,mechanical,white,546666,1993,diesel,universal,2650
20627,Audi,100,automatic,black,200000,1990,gasoline,sedan,1499
20628,Audi,A5,automatic,black,151000,2012,gasoline,liftback,14999
20629,Audi,A8,automatic,black,274000,2006,gasoline,sedan,10000
20630,Audi,A6,mechanical,grey,444350,1999,diesel,sedan,4500
20631,Audi,A8,automatic,black,422000,2000,gasoline,sedan,6800
20632,Audi,A8,automatic,silver,317000,2002,diesel,sedan,6700
20633,Audi,100,mechanical,silver,426157,1986,gasoline,sedan,1000
20634,Audi,A4,automatic,brown,239000,2003,gasoline,cabriolet,5699
20635,Audi,A4,automatic,green,266000,1999,gasoline,sedan,4100
20636,Audi,100,mechanical,grey,400000,1987,gasoline,universal,758
20637,Audi,A4,automatic,black,175000,2010,gasoline,sedan,10500
20638,Audi,A4,mechanical,blue,330000,1996,gasoline,sedan,3000
20639,Audi,100,mechanical,other,350000,1992,diesel,sedan,2999
20640,Audi,A4,automatic,silver,350000,2004,gasoline,sedan,5700
20641,Audi,A6,mechanical,black,270000,2001,diesel,sedan,5600
20642,Audi,A6,automatic,silver,168000,2008,gasoline,sedan,9300
20643,Audi,A1,automatic,red,112500,2010,gasoline,hatchback,8950
20644,Audi,A5,mechanical,red,101052,2013,gasoline,hatchback,18900
20645,Audi,A4,mechanical,blue,280000,1997,gasoline,universal,3500
20646,Audi,A6,automatic,blue,280000,1998,diesel,sedan,3500
20647,Audi,A4,automatic,black,125000,2012,gasoline,sedan,12190
20648,Audi,A4,mechanical,grey,270000,2003,gasoline,sedan,5300
20649,Audi,80,mechanical,white,350000,1988,gasoline,sedan,1100
20650,Audi,100,mechanical,brown,380000,1986,gasoline,sedan,850
20651,Audi,Q5,automatic,grey,254000,2009,gasoline,suv,13000
20652,Audi,A3,automatic,green,313000,2001,gasoline,hatchback,3900
20653,Audi,80,mechanical,blue,333333,1990,gasoline,sedan,1800
20654,Audi,A4,automatic,black,116000,2013,gasoline,sedan,13900
20655,Audi,A4,mechanical,grey,400000,1995,gasoline,sedan,3500
20656,Audi,A5,automatic,black,109000,2009,gasoline,coupe,8500
20657,Audi,A4,mechanical,silver,407000,2007,diesel,universal,7500
20658,Audi,A5,automatic,black,26000,2017,diesel,coupe,33900
20659,Audi,A8,automatic,other,385000,2008,diesel,sedan,13500
20660,Audi,80,mechanical,grey,400000,1987,gasoline,sedan,1400
20661,Audi,A8,automatic,black,312000,2003,gasoline,sedan,7500
20662,Audi,A4,automatic,grey,230000,2007,gasoline,sedan,8900
20663,Audi,A4 Allroad,automatic,other,190000,2010,gasoline,universal,13999
20664,Audi,S6,mechanical,blue,346000,1995,gasoline,sedan,4000
20665,Audi,100,mechanical,other,335000,1992,gasoline,sedan,2500
20666,Audi,A3,mechanical,blue,310000,2002,diesel,hatchback,5650
20667,Audi,A6,mechanical,black,350000,1997,gasoline,sedan,3800
20668,Audi,Q7,automatic,black,220000,2010,diesel,suv,23900
20669,Audi,100,mechanical,other,530000,1992,gasoline,sedan,1900
20670,Audi,RS6,automatic,grey,124976,2003,gasoline,universal,10700
20671,Audi,80,mechanical,grey,333335,1984,gasoline,sedan,1000
20672,Audi,A8,automatic,black,165000,2007,gasoline,sedan,9000
20673,Audi,A6,automatic,black,248000,2007,diesel,sedan,9490
20674,Audi,A6,mechanical,black,287000,2003,gasoline,universal,5928
20675,Audi,A4,automatic,silver,330000,2009,diesel,universal,10500
20676,Audi,A4,automatic,black,230000,2006,diesel,universal,6700
20677,Audi,A6,mechanical,blue,267000,1998,gasoline,sedan,5000
20678,Audi,A8,automatic,silver,220000,1998,gasoline,sedan,4000
20679,Audi,Q7,automatic,black,287000,2008,diesel,suv,14500
20680,Audi,A4,mechanical,black,425000,1996,gasoline,sedan,2400
20681,Audi,A6,automatic,other,260000,2006,gasoline,universal,8950
20682,Audi,100,mechanical,other,290000,1983,gasoline,sedan,900
20683,Audi,A6,automatic,other,270000,2001,diesel,universal,4990
20684,Audi,A4,mechanical,white,300000,2003,gasoline,sedan,5500
20685,Audi,A6,mechanical,blue,413000,2000,diesel,universal,4300
20686,Audi,100,mechanical,white,410000,1990,gasoline,sedan,1200
20687,Audi,A8,automatic,black,201000,2007,gasoline,sedan,13500
20688,Audi,A4,mechanical,black,212000,2009,diesel,universal,13450
20689,Audi,A6,automatic,black,220000,2008,diesel,sedan,9999
20690,Audi,Q7,automatic,brown,205000,2010,diesel,suv,21000
20691,Audi,S8,automatic,blue,360000,1998,gasoline,sedan,4500
20692,Audi,80,mechanical,green,281635,1992,gasoline,sedan,2150
20693,Audi,A6,automatic,silver,341000,2001,diesel,universal,4500
20694,Audi,A6,mechanical,black,280000,2008,diesel,universal,10900
20695,Audi,A6,mechanical,grey,309000,2004,diesel,sedan,8900
20696,Audi,A6,mechanical,blue,269247,1999,gasoline,sedan,4600
20697,Audi,A4,automatic,white,98000,2013,gasoline,sedan,16299
20698,Audi,80,mechanical,green,250000,1991,gasoline,sedan,1389
20699,Audi,Q5,automatic,silver,150000,2009,gasoline,suv,14900
20700,Audi,100,mechanical,blue,400000,1988,diesel,sedan,1100
20701,Audi,A4,automatic,black,224000,2015,diesel,universal,15700
20702,Audi,A6,automatic,grey,270000,2006,gasoline,universal,8550
20703,Audi,A4,mechanical,black,400000,1996,diesel,sedan,3400
20704,Audi,Q5,automatic,black,127000,2013,gasoline,suv,19000
20705,Audi,A6,mechanical,black,390000,2005,diesel,sedan,8300
20706,Audi,80,mechanical,grey,420000,1985,diesel,sedan,1000
20707,Audi,Q7,automatic,grey,182000,2006,diesel,suv,14000
20708,Audi,A6,automatic,grey,290000,2005,gasoline,sedan,8400
20709,Audi,A6,automatic,black,175300,2006,gasoline,sedan,7800
20710,Audi,Q5,automatic,red,72143,2010,gasoline,suv,15175
20711,Audi,A4,mechanical,silver,490000,1999,diesel,universal,4100
20712,Audi,100,mechanical,silver,300000,1984,gasoline,sedan,758
20713,Audi,80,mechanical,black,350000,1991,gasoline,sedan,1750
20714,Audi,A4,automatic,silver,96202,2007,gasoline,sedan,9200
20715,Audi,100,mechanical,other,350000,1983,gasoline,sedan,650
20716,Audi,A6,mechanical,black,290000,2007,diesel,sedan,10300
20717,Audi,A4,automatic,other,235000,2005,gasoline,sedan,6350
20718,Audi,A4,mechanical,green,230000,1999,gasoline,universal,5700
20719,Audi,100,mechanical,red,400000,1991,gasoline,sedan,2300
20720,Audi,S4,mechanical,green,240000,1992,gasoline,sedan,3000
20721,Audi,A6,automatic,green,435000,2002,diesel,universal,5400
20722,Audi,A6,mechanical,silver,339209,1999,diesel,universal,4251
20723,Audi,A4,automatic,white,80000,2012,gasoline,sedan,15000
20724,Audi,A6,mechanical,silver,365000,2000,diesel,sedan,4300
20725,Audi,A8,automatic,black,450000,1998,gasoline,sedan,2300
20726,Audi,A8,automatic,blue,260,2001,gasoline,sedan,6150
20727,Audi,A4,automatic,black,145000,2012,gasoline,sedan,12300
20728,Audi,100,mechanical,silver,402000,1993,gasoline,sedan,2500
20729,Audi,A6,mechanical,silver,205000,2003,gasoline,universal,7000
20730,Audi,100,mechanical,silver,300000,1983,gasoline,sedan,711
20731,Audi,A4,automatic,other,300000,1996,gasoline,sedan,2750
20732,Audi,100,mechanical,red,350000,1990,gasoline,sedan,1670
20733,Audi,A4,automatic,silver,277000,2001,gasoline,sedan,5100
20734,Audi,A4,mechanical,silver,301000,2000,diesel,universal,5500
20735,Audi,80,mechanical,blue,77000,1985,diesel,sedan,1700
20736,Audi,A4,automatic,black,29121,2018,gasoline,sedan,28500
20737,Audi,A4,automatic,blue,202000,2005,gasoline,sedan,7770
20738,Audi,A3,mechanical,silver,230000,2004,diesel,hatchback,5600
20739,Audi,100,mechanical,other,510000,1994,gasoline,sedan,3950
20740,Audi,A4,mechanical,black,182000,2006,diesel,sedan,12000
20741,Audi,A3,automatic,blue,199000,2006,gasoline,hatchback,5600
20742,Audi,A6,automatic,grey,1111,2000,gasoline,sedan,1500
20743,Audi,A5,automatic,red,160000,2009,gasoline,hatchback,13000
20744,Audi,80,mechanical,white,385680,1989,gasoline,sedan,1149
20745,Audi,100,mechanical,silver,370000,1990,gasoline,sedan,2799
20746,Audi,100,mechanical,violet,350000,1991,gasoline,sedan,1500
20747,Audi,A4,automatic,grey,160000,2008,gasoline,sedan,10200
20748,Audi,100,mechanical,blue,320000,1985,gasoline,sedan,750
20749,Audi,A7,automatic,silver,254000,2010,gasoline,liftback,13990
20750,Audi,80,mechanical,blue,450000,1987,diesel,sedan,1000
20751,Audi,A4,mechanical,grey,390000,1999,gasoline,sedan,3319
20752,Audi,A6,automatic,grey,311000,2006,gasoline,sedan,7700
20753,Audi,A4,automatic,black,74500,2016,gasoline,sedan,23999
20754,Audi,A4,mechanical,silver,297000,2003,gasoline,sedan,5400
20755,Audi,A3,automatic,white,230000,2009,gasoline,hatchback,7800
20756,Audi,A8,automatic,black,400000,1994,gasoline,sedan,4000
20757,Audi,A6,automatic,black,255000,2010,diesel,universal,11780
20758,Audi,A6,automatic,other,339000,2005,diesel,universal,7900
20759,Audi,80,mechanical,grey,300000,1984,diesel,sedan,400
20760,Audi,A6,automatic,grey,130000,2011,gasoline,sedan,17999
20761,Audi,A6,automatic,blue,365000,2007,diesel,sedan,12600
20762,Audi,Q7,automatic,white,150000,2015,gasoline,suv,37999
20763,Audi,A6,automatic,white,170000,2010,diesel,universal,13000
20764,Audi,A4,mechanical,red,350000,2000,diesel,universal,4800
20765,Audi,A5,automatic,grey,257000,2009,gasoline,coupe,9900
20766,Audi,A4,mechanical,red,198000,2010,gasoline,universal,11800
20767,Audi,100,mechanical,grey,300000,1991,gasoline,sedan,750
20768,Audi,Q3,automatic,black,90200,2013,gasoline,suv,17899
20769,Audi,Q7,automatic,white,186000,2009,diesel,suv,25999
20770,Audi,A6,automatic,black,319000,2006,diesel,sedan,9450
20771,Audi,A6,mechanical,blue,437000,2001,gasoline,sedan,6999
20772,Audi,A8,automatic,black,246000,2006,diesel,sedan,10499
20773,Audi,A5,automatic,black,101000,2010,gasoline,hatchback,14000
20774,Audi,Q5,automatic,white,195000,2009,gasoline,suv,13650
20775,Audi,A4,automatic,silver,234500,2008,diesel,sedan,10499
20776,Audi,A5,automatic,white,56000,2017,gasoline,hatchback,31099
20777,Audi,A4,mechanical,silver,423600,2003,diesel,universal,5899
20778,Audi,A6,automatic,black,220953,2008,diesel,universal,10799
20779,Audi,A4,automatic,white,195500,2008,diesel,sedan,10899
20780,Audi,A4,automatic,white,148000,2012,gasoline,sedan,17000
20781,Audi,A6,automatic,other,195000,2004,gasoline,sedan,7000
20782,Audi,A6,mechanical,blue,300000,1995,gasoline,universal,3082
20783,Audi,A4,automatic,grey,180000,2007,gasoline,sedan,8200
20784,Audi,A6,automatic,black,200000,2007,gasoline,sedan,8999
20785,Audi,A8,automatic,grey,180000,2003,gasoline,sedan,5399
20786,Audi,A6,automatic,grey,256545,2010,diesel,universal,17000
20787,Audi,A6 Allroad,automatic,grey,212332,2009,diesel,universal,18900
20788,Audi,A8,automatic,black,250000,2003,gasoline,sedan,6800
20789,Audi,80,mechanical,black,270000,1988,gasoline,sedan,1700
20790,Audi,A6,automatic,grey,245000,2000,diesel,sedan,4650
20791,Audi,100,mechanical,silver,316000,1993,gasoline,sedan,2700
20792,Audi,A6,mechanical,black,545000,2002,diesel,universal,5900
20793,Audi,A6,mechanical,blue,278000,2005,diesel,sedan,9500
20794,Audi,S5,automatic,blue,130000,2008,gasoline,coupe,16500
20795,Audi,100,mechanical,silver,236000,1991,gasoline,sedan,2500
20796,Audi,200,mechanical,black,450000,1987,gasoline,sedan,800
20797,Audi,S8,automatic,grey,175680,2006,gasoline,sedan,17999
20798,Audi,A8,automatic,black,206000,2010,gasoline,sedan,14499
20799,Audi,A6,automatic,black,324300,2009,diesel,universal,10999
20800,Audi,A6,mechanical,silver,211100,2013,diesel,universal,18899
20801,Audi,Q5,automatic,grey,134270,2009,gasoline,suv,13650
20802,Audi,A6,mechanical,black,307000,2006,gasoline,universal,9450
20803,Audi,100,mechanical,other,340000,1993,gasoline,sedan,3000
20804,Audi,A6,mechanical,blue,456000,2003,diesel,sedan,7000
20805,Audi,A6 Allroad,automatic,grey,300000,2004,diesel,universal,6900
20806,Audi,100,mechanical,white,330000,1986,gasoline,sedan,800
20807,Audi,100,mechanical,black,300000,1987,gasoline,sedan,700
20808,Audi,A6,mechanical,blue,470000,1996,gasoline,sedan,4050
20809,Audi,200,mechanical,silver,420000,1986,gasoline,sedan,500
20810,Audi,A6,automatic,black,240000,2008,gasoline,sedan,4700
20811,Audi,80,mechanical,black,350000,1987,gasoline,sedan,1900
20812,Audi,80,mechanical,grey,205000,1988,gasoline,sedan,2000
20813,Audi,100,mechanical,grey,450000,1985,gasoline,sedan,600
20814,Audi,A4,automatic,black,118000,2009,gasoline,sedan,9900
20815,Audi,100,mechanical,blue,338280,1985,gasoline,sedan,1100
20816,Audi,A8,automatic,grey,370000,2002,diesel,sedan,6200
20817,Audi,80,mechanical,blue,380000,1989,gasoline,sedan,1600
20818,Audi,A6,mechanical,red,450000,1996,diesel,universal,4000
20819,Audi,A4,automatic,black,250,2013,gasoline,sedan,14900
20820,Audi,A6,automatic,blue,300000,1998,gasoline,universal,4300
20821,Audi,A4,automatic,black,250000,2013,gasoline,sedan,14900
20822,Audi,A6,automatic,black,313300,2005,gasoline,sedan,4000
20823,Audi,100,mechanical,grey,300000,1984,gasoline,sedan,450
20824,Audi,A6,automatic,grey,339814,2002,diesel,universal,5000
20825,Audi,100,mechanical,grey,3333,1990,gasoline,sedan,1650
20826,Audi,A4,automatic,silver,330000,2001,gasoline,sedan,5000
20827,Audi,A6,automatic,blue,279000,2003,diesel,sedan,5899
20828,Audi,A6,mechanical,blue,325000,2001,diesel,universal,5899
20829,Audi,Q7,automatic,silver,130000,2009,diesel,suv,16699
20830,Audi,A8,automatic,silver,311100,2003,diesel,sedan,9900
20831,Audi,Q7,automatic,blue,227000,2008,diesel,suv,30900
20832,Audi,A7,automatic,black,164000,2011,gasoline,hatchback,24700
20833,Audi,A6,automatic,black,181000,2011,gasoline,sedan,24700
20834,Audi,80,mechanical,red,111000,1990,gasoline,sedan,700
20835,Audi,80,mechanical,red,600,1988,gasoline,sedan,1360
20836,Audi,A4,mechanical,green,107051,1996,gasoline,universal,2714
20837,Audi,100,mechanical,blue,300000,1994,diesel,universal,3700
20838,Audi,A4,mechanical,grey,427500,2001,diesel,sedan,5500
20839,Audi,A4,mechanical,silver,177555,1999,gasoline,sedan,3950
20840,Audi,A4,mechanical,grey,223000,2009,diesel,universal,9900
20841,Audi,A4,mechanical,black,293000,1998,gasoline,sedan,4001
20842,Audi,A4,automatic,black,67000,2016,gasoline,sedan,23500
20843,Audi,80,mechanical,blue,300000,1989,diesel,sedan,950
20844,Audi,90,mechanical,white,300000,1986,gasoline,sedan,750
20845,Audi,100,mechanical,green,3000,1987,gasoline,sedan,1001
20846,Audi,100,mechanical,blue,330000,1991,gasoline,sedan,2300
20847,Audi,A6,automatic,blue,361049,2002,diesel,sedan,6300
20848,Audi,A8,automatic,brown,162000,2010,gasoline,sedan,16700
20849,Audi,100,mechanical,other,370000,1989,gasoline,sedan,1280
20850,Audi,Q7,automatic,brown,189000,2011,diesel,suv,29999
20851,Audi,Q7,automatic,brown,164100,2009,diesel,suv,22600
20852,Audi,A6,automatic,silver,300000,2002,gasoline,sedan,3900
20853,Audi,Q5,automatic,black,50373,2015,gasoline,suv,30800
20854,Audi,A6,automatic,grey,650000,1995,diesel,sedan,4500
20855,Audi,A6,mechanical,silver,412000,1996,diesel,universal,4600
20856,Audi,A6,mechanical,other,500000,1995,diesel,sedan,4300
20857,Audi,A6,mechanical,silver,179000,2000,gasoline,sedan,7000
20858,Audi,100,mechanical,red,539000,1993,gasoline,sedan,1450
20859,Audi,A6,mechanical,green,460000,1996,diesel,universal,3600
20860,Audi,A6,automatic,brown,132000,2013,gasoline,universal,15999
20861,Audi,A6,mechanical,green,519000,1995,gasoline,universal,2900
20862,Audi,A4,mechanical,blue,340000,1999,diesel,universal,3900
20863,Audi,A5,mechanical,grey,168000,2011,diesel,liftback,14900
20864,Audi,A8,automatic,grey,300000,2003,gasoline,sedan,6990
20865,Audi,A6,automatic,silver,330000,2003,diesel,sedan,5500
20866,Audi,80,mechanical,blue,1,1994,gasoline,sedan,2200
20867,Audi,A6,mechanical,blue,370000,1995,gasoline,universal,3400
20868,Audi,A3,mechanical,black,198000,2004,diesel,coupe,6100
20869,Audi,80,mechanical,blue,249000,1991,gasoline,sedan,999
20870,Audi,A6,mechanical,black,380887,1997,diesel,sedan,3366
20871,Audi,80,mechanical,grey,504046,1988,gasoline,sedan,1472
20872,Audi,A4,mechanical,silver,230000,1999,diesel,universal,5100
20873,Audi,A4,mechanical,black,182500,2014,diesel,universal,15850
20874,Audi,A4,mechanical,blue,411000,1998,gasoline,sedan,3300
20875,Audi,A8,mechanical,black,345234,1997,gasoline,sedan,4800
20876,Audi,A6,automatic,blue,222000,2010,gasoline,sedan,12000
20877,Audi,80,mechanical,blue,330000,1991,gasoline,sedan,1100
20878,Audi,100,mechanical,blue,390500,1986,gasoline,sedan,500
20879,Audi,80,mechanical,green,351000,1991,gasoline,sedan,2600
20880,Audi,100,mechanical,black,777777,1990,diesel,universal,1900
20881,Audi,100,mechanical,white,259000,1987,gasoline,sedan,474
20882,Audi,80,mechanical,black,371890,1992,gasoline,sedan,2800
20883,Audi,80,mechanical,white,170000,1984,gasoline,sedan,1100
20884,Audi,100,mechanical,silver,394500,1986,gasoline,sedan,630
20885,Audi,A6,automatic,black,208543,2009,gasoline,sedan,11000
20886,Audi,90,mechanical,black,300000,1990,gasoline,sedan,1600
20887,Audi,A4,mechanical,blue,12222,1999,diesel,sedan,3700
20888,Audi,A6,automatic,grey,127000,2011,diesel,sedan,18999
20889,Audi,80,mechanical,red,298000,1987,gasoline,sedan,1800
20890,Audi,A6,mechanical,green,339000,2010,diesel,universal,14100
20891,Audi,A6,automatic,black,200000,2008,diesel,sedan,12150
20892,Audi,80,mechanical,red,300000,1994,gasoline,sedan,2500
20893,Audi,A6,mechanical,black,240000,2008,diesel,universal,10600
20894,Audi,100,mechanical,silver,250000,1986,gasoline,sedan,1600
20895,Audi,A8,automatic,grey,516000,1996,gasoline,sedan,4000
20896,Audi,A6,mechanical,blue,398000,2000,gasoline,sedan,4800
20897,Audi,A4,mechanical,blue,250000,2000,gasoline,universal,4799
20898,Audi,A4,mechanical,blue,300000,1999,gasoline,universal,4900
20899,Audi,100,mechanical,white,180250,1986,gasoline,sedan,600
20900,Audi,A3,automatic,black,197000,2008,gasoline,hatchback,8500
20901,Audi,100,automatic,white,300000,1993,gasoline,sedan,2000
20902,Audi,A6,automatic,brown,185000,2006,gasoline,sedan,7700
20903,Audi,A6,mechanical,black,298000,2008,diesel,universal,11000
20904,Audi,100,mechanical,green,340000,1994,diesel,sedan,3750
20905,Audi,A8,automatic,black,255000,2001,gasoline,sedan,7500
20906,Audi,Q5,automatic,black,134000,2011,gasoline,suv,16000
20907,Audi,A4,mechanical,blue,320000,2006,gasoline,universal,6000
20908,Audi,80,mechanical,black,350000,1991,diesel,sedan,2250
20909,Audi,100,mechanical,white,350000,1987,gasoline,sedan,500
20910,Audi,A7,automatic,white,178235,2010,gasoline,liftback,17999
20911,Audi,A6,mechanical,black,330000,1998,gasoline,sedan,3500
20912,Audi,100,mechanical,blue,300000,1983,gasoline,sedan,550
20913,Audi,80,mechanical,white,400000,1984,gasoline,sedan,400
20914,Audi,S6,automatic,grey,150000,2007,gasoline,sedan,12000
20915,Audi,80,mechanical,silver,400000,1992,gasoline,sedan,1800
20916,Audi,A6,mechanical,grey,352000,2006,diesel,universal,9500
20917,Audi,80,mechanical,other,333777,1992,gasoline,sedan,2371
20918,Audi,100,mechanical,black,328000,1987,gasoline,sedan,711
20919,Audi,A6,mechanical,red,470000,1994,diesel,universal,4400
20920,Audi,80,mechanical,red,100000,1987,diesel,sedan,2000
20921,Audi,A3,automatic,white,156000,2009,gasoline,hatchback,8100
20922,Audi,A4,automatic,white,290000,1998,gasoline,sedan,3400
20923,Audi,100,mechanical,blue,80000,1987,gasoline,sedan,700
20924,Audi,Q3,automatic,grey,125000,2013,gasoline,suv,16500
20925,Audi,90,mechanical,white,100000,1989,gasoline,sedan,1100
20926,Audi,A6,automatic,silver,249000,2003,gasoline,sedan,5800
20927,Audi,100,mechanical,white,510000,1991,gasoline,sedan,2000
20928,Audi,A6,automatic,silver,233000,2001,diesel,sedan,5700
20929,Audi,80,mechanical,white,385000,1991,diesel,sedan,2100
20930,Audi,80,mechanical,other,586609,1986,diesel,sedan,640
20931,Audi,100,mechanical,white,300000,1984,gasoline,sedan,995
20932,Audi,A4,mechanical,grey,360000,2006,gasoline,sedan,8999
20933,Audi,A6,mechanical,other,168000,2015,diesel,universal,21300
20934,Audi,A8,automatic,black,161000,2009,gasoline,sedan,10200
20935,Audi,80,mechanical,blue,300000,1987,gasoline,sedan,850
20936,Audi,80,mechanical,silver,500000,1988,diesel,sedan,1400
20937,Audi,80,mechanical,blue,370000,1990,gasoline,sedan,750
20938,Audi,A4,mechanical,blue,480000,1997,gasoline,sedan,2850
20939,Audi,A6,mechanical,black,430000,2003,diesel,universal,8300
20940,Audi,100,mechanical,blue,150000,1992,gasoline,sedan,3200
